[ 2017-02-24T00:00:01+08:00 ] /static/fonts/glyphicons-halflings-regular.woff | INFO: Tag[ route_check ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_user` WHERE status=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | SQL: SELECT * FROM `pay_user` WHERE status=0 ORDER BY RegDate desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_template ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ParseTemplate Behavior [ RunTime:0.031250s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031250s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_end ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_ShangHu_listuserwjh.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ route_check ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='js/Style/11.gif' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_template ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_end ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/11.gif | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_newlist` WHERE type = 2 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 ORDER BY datetime desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_template ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | NOTIC: [8] Undefined index: title 55947cf2b4cbcaca7325a493e279b1bb.php 第 190 行.
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | NOTIC: [8] Undefined index: zt 55947cf2b4cbcaca7325a493e279b1bb.php 第 200 行.
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ParseTemplate Behavior [ RunTime:0.031250s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031250s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_end ] --START--
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /SjtAdminSjt_News_newslist_type_2.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ route_check ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='js/Style/12.gif' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_template ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_end ] --START--
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:09+08:00 ] /js/Style/12.gif | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ route_check ] --START--
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SHOW COLUMNS FROM `pay_userbasicinformation` [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SELECT * FROM `pay_userbasicinformation` WHERE UserID=297  [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SHOW COLUMNS FROM `pay_userapiinformation` [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SELECT * FROM `pay_userapiinformation` WHERE UserID=297  [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SELECT `UserType` FROM `pay_user` WHERE id=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SELECT `SjUserID` FROM `pay_user` WHERE id=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SELECT `UserName` FROM `pay_user` WHERE id=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | SQL: SELECT `Compellation` FROM `pay_userbasicinformation` WHERE UserID=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_template ] --START--
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | NOTIC: [8] Undefined variable: UserIDList 657a8b6a3273ef172e66e562c71e2fcd.php 第 5 行.
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_filter ] --START--
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_end ] --START--
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:12:13+08:00 ] /SjtAdminSjt_ShangHu_ShowEdit_UserID_297.html?aaa=0.0634775673353759 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ route_check ] --START--
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SHOW COLUMNS FROM `pay_listuser` [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_listuser` WHERE 1=1 and 1=1 and 1=1 and 1=1 and 1=1 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT * FROM `pay_listuser` WHERE 1=1 and 1=1 and 1=1 and 1=1 and 1=1 ORDER BY Zt desc,Shh desc LIMIT 0,10   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SHOW COLUMNS FROM `pay_sjapi` [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT * FROM `pay_sjapi`  [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ view_template ] --START--
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] Undefined index: SearchContent 5b7cc4efde77156875d6e3c10bc2020e.php 第 32 行.
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] Undefined index: UserType 5b7cc4efde77156875d6e3c10bc2020e.php 第 39 行.
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] Undefined index: Zt 5b7cc4efde77156875d6e3c10bc2020e.php 第 48 行.
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] Undefined index: status 5b7cc4efde77156875d6e3c10bc2020e.php 第 57 行.
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] Undefined index: Userlx 5b7cc4efde77156875d6e3c10bc2020e.php 第 65 行.
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `myname` FROM `pay_sjapi` WHERE id = 2 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SHOW COLUMNS FROM `pay_paycost` [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `wy` FROM `pay_paycost` WHERE UserID=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] iconv() [<a href='function.iconv'>function.iconv</a>]: Detected an illegal character in input string common.php 第 123 行.
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `SjUserID` FROM `pay_user` WHERE id=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `UserName` FROM `pay_user` WHERE id=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_user` WHERE SjUserID=297 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SHOW COLUMNS FROM `pay_system` [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `DefaultBank` FROM `pay_system` WHERE UserID=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `myname` FROM `pay_sjapi` WHERE id = 20 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `wy` FROM `pay_paycost` WHERE UserID=360 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] iconv() [<a href='function.iconv'>function.iconv</a>]: Detected an illegal character in input string common.php 第 123 行.
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `SjUserID` FROM `pay_user` WHERE id=360 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `UserName` FROM `pay_user` WHERE id=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_user` WHERE SjUserID=360 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `DefaultBank` FROM `pay_system` WHERE UserID=0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `myname` FROM `pay_sjapi` WHERE id = 20 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | SQL: SELECT `wy` FROM `pay_paycost` WHERE UserID=362 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-24T14:13:13+08:00 ] /SjtAdminSjt_ShangHu_listuser.html | NOTIC: [8] iconv() [<a href='function.iconv'>function.iconv</a>]: Detected an illegal character in input string common.php 第 123 行.
